登録番号	用途	農薬の種類	農薬の名称	略称	作物名	適用場所	適用病害虫雑草名	使用目的	希釈倍数使用量	散布液量	使用時期	本剤の使用回数	使用方法	くん蒸時間	くん蒸温度	適用土壌	適用地帯名	適用農薬名	混合数	有効成分①を含む農薬の総使用回数	有効成分②を含む農薬の総使用回数	有効成分③を含む農薬の総使用回数	有効成分④を含む農薬の総使用回数	有効成分⑤を含む農薬の総使用回数
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		水田一年生雑草		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ﾏﾂﾊﾞｲ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ﾎﾀﾙｲ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ｳﾘｶﾜ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ﾐｽﾞｶﾞﾔﾂﾘ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ﾍﾗｵﾓﾀﾞｶ(九州)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ﾋﾙﾑｼﾛ(北陸を除く)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ｾﾘ(北陸を除く)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ｵﾓﾀﾞｶ(関東･東山･東海､九州)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ｸﾛｸﾞﾜｲ(関東･東山･東海､九州)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21120	除草剤	ﾀﾞｲﾑﾛﾝ･ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤51	ﾊﾞｲｴﾙ	移植水稲		ｱｵﾐﾄﾞﾛ･藻類による表層はく離(北陸を除く)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	全域(北海道､東北を除く)の普通期及び早期栽培地帯		4	3回以内(育苗箱散布は1回以内､本田では2回以内)	1回	2回以内	2回以内	
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		水田一年生雑草		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾏﾂﾊﾞｲ		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾎﾀﾙｲ		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｳﾘｶﾜ		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾐｽﾞｶﾞﾔﾂﾘ(東北)		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾍﾗｵﾓﾀﾞｶ		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｵﾓﾀﾞｶ		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾋﾙﾑｼﾛ		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｾﾘ		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｼｽﾞｲ(東北)		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｸﾛｸﾞﾜｲ(東北)		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｴｿﾞﾉｻﾔﾇｶｸﾞｻ(北海道)		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｱｵﾐﾄﾞﾛ･藻類による表層はく離		1kg/10a		移植時	1回	田植同時散布機で施用			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		水田一年生雑草		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾏﾂﾊﾞｲ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾎﾀﾙｲ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｳﾘｶﾜ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾐｽﾞｶﾞﾔﾂﾘ(東北)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾍﾗｵﾓﾀﾞｶ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｵﾓﾀﾞｶ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ﾋﾙﾑｼﾛ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｾﾘ		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｼｽﾞｲ(東北)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｸﾛｸﾞﾜｲ(東北)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｴｿﾞﾉｻﾔﾇｶｸﾞｻ(北海道)		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21123	除草剤	ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ･ﾌﾞﾛﾓﾌﾞﾁﾄﾞ･ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ粒剤	ﾊﾞｲｴﾙ ｲﾉｰﾊﾞDX1ｷﾛ粒剤75	ﾊﾞｲｴﾙ	移植水稲		ｱｵﾐﾄﾞﾛ･藻類による表層はく離		1kg/10a		移植直後～ﾉﾋﾞｴ2葉期 ただし､移植後30日まで	1回	湛水散布			砂壌土～埴土	北海道､東北		3	1回	2回以内	2回以内		
21131	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN粒剤	ﾏｽﾀﾘｰV粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､駐車場､道路､運動場､鉄道､宅地等	一年生雑草		7.5～30kg/10a		雑草発生前	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						2	3回以内	3回以内			
21131	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN粒剤	ﾏｽﾀﾘｰV粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､駐車場､道路､運動場､鉄道､宅地等	一年生雑草		15～30kg/10a		生育初期	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						2	3回以内	3回以内			
21131	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN粒剤	ﾏｽﾀﾘｰV粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､駐車場､道路､運動場､鉄道､宅地等	多年生広葉雑草		15～30kg/10a		雑草発生前～生育初期	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						2	3回以内	3回以内			
21131	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN粒剤	ﾏｽﾀﾘｰV粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､駐車場､道路､運動場､鉄道､宅地等	ｽｷﾞﾅ		15～30kg/10a		雑草発生前～生育初期	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						2	3回以内	3回以内			
21132	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN･DCMU粒剤	ﾏｽﾀﾘｰT粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	一年生雑草		5～20kg/10a		雑草発生前	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	3回以内	3回以内	3回以内		
21132	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN･DCMU粒剤	ﾏｽﾀﾘｰT粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	一年生雑草		7.5～20kg/10a		雑草生育初期	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	3回以内	3回以内	3回以内		
21132	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN･DCMU粒剤	ﾏｽﾀﾘｰT粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	多年生広葉雑草		10～20kg/10a		雑草発生前～生育初期	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	3回以内	3回以内	3回以内		
21132	除草剤	ﾃﾌﾞﾁｳﾛﾝ･DBN･DCMU粒剤	ﾏｽﾀﾘｰT粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	ｽｷﾞﾅ		10～20kg/10a		雑草発生前～生育初期	3回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	3回以内	3回以内	3回以内		
21133	除草剤	ﾒﾄﾘﾌﾞｼﾞﾝ･DBN･DCMU粒剤	ﾗｰﾁH粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	一年生雑草		5～10kg/10a		雑草発生前	2回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	2回以内	3回以内	3回以内		
21133	除草剤	ﾒﾄﾘﾌﾞｼﾞﾝ･DBN･DCMU粒剤	ﾗｰﾁH粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	一年生雑草		7.5～10kg/10a		雑草生育初期	2回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	2回以内	3回以内	3回以内		
21133	除草剤	ﾒﾄﾘﾌﾞｼﾞﾝ･DBN･DCMU粒剤	ﾗｰﾁH粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	多年生広葉雑草		10～20kg/10a		雑草生育初期	2回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	2回以内	3回以内	3回以内		
21133	除草剤	ﾒﾄﾘﾌﾞｼﾞﾝ･DBN･DCMU粒剤	ﾗｰﾁH粒剤	保土谷ｱｸﾞﾛﾃｯｸ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	ｽｷﾞﾅ		10～20kg/10a		雑草生育初期	2回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	2回以内	3回以内	3回以内		
21135	除草剤	ﾒﾄﾘﾌﾞｼﾞﾝ･DBN･DCMU粒剤	ｸｻﾉﾝDX粒剤	住友化学園芸	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	一年生雑草		5～10kg/10a		雑草発生前	2回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	2回以内	3回以内	3回以内		
21135	除草剤	ﾒﾄﾘﾌﾞｼﾞﾝ･DBN･DCMU粒剤	ｸｻﾉﾝDX粒剤	住友化学園芸	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	一年生雑草		7.5～10kg/10a		雑草生育初期	2回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	2回以内	3回以内	3回以内		
21135	除草剤	ﾒﾄﾘﾌﾞｼﾞﾝ･DBN･DCMU粒剤	ｸｻﾉﾝDX粒剤	住友化学園芸	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､鉄道等	多年生広葉雑草		10～20kg/10a		雑草生育初期	2回以内	植栽地を除く樹木等の周辺地に全面土壌散布						3	2回以内	3回以内	3回以内		
